,department,function,industry,telecommuting,has_company_logo,has_questions,employment_type,required_experience,required_education,minimum_salary_grp,maximum_salary_grp,company_profile_length,description_length,requirements_length,benefits_length,dominant_topic
6393,1,1,1,0,0,1,5,1,1,0,0,-1.083280545957376,0.3655020204284791,0.6788887546229116,-0.533685011003553,6
4642,0,0,1,0,1,1,5,0,0,-1,-1,-0.19018027585853325,0.09178004300526495,0.6590825244695432,-0.2566628847313928,21
2334,1,1,1,0,1,1,5,5,12,-1,-1,3.5232366366577073,-0.41964786218021416,0.9264666315400174,0.1588703046768475,11
2438,0,0,1,0,1,1,2,2,0,-1,-1,-1.083280545957376,0.026951153615556327,-0.5689037450393012,-0.533685011003553,9
11955,0,1,1,0,0,0,5,5,9,3,3,0.11535402707001821,0.4519405396147573,1.5305566512177553,-0.412487830759483,11
12818,0,0,1,0,1,0,5,0,0,-1,-1,-0.2019315952019391,0.07017041320869541,0.302570381708911,0.626345142761118,29
6278,0,1,0,0,0,0,2,0,0,0,1,-1.083280545957376,-0.6213377402815299,-0.7966753918030385,-0.533685011003553,7
9483,0,0,0,0,1,1,0,0,0,-1,-1,0.04484611100958325,-0.17473872448575936,-0.7966753918030385,-0.533685011003553,29
6591,0,0,1,0,1,0,5,5,0,-1,-1,0.6559147168666862,-0.09550341523167107,-0.51938816965588,1.1630755124134284,25
14101,0,0,1,0,0,1,5,1,1,-1,-1,-1.083280545957376,-0.9238725574335034,-0.2520040625854058,-0.533685011003553,3
5556,1,0,0,1,1,1,3,0,0,-1,-1,-0.22543423388875075,0.21423461185249232,-0.7966753918030385,-0.533685011003553,27
8313,0,0,0,0,1,1,4,0,0,-1,-1,-1.083280545957376,-1.0031078666875917,-0.13316668166519507,-0.533685011003553,26
6439,0,1,1,0,1,0,5,3,9,-1,-1,-0.10792104045469249,-0.333209342993936,-0.12326356658851086,1.4920392873616186,20
9264,0,1,1,0,0,1,5,5,9,2,2,-1.083280545957376,-0.12431625496043044,-0.5292912847325643,-0.533685011003553,29
14462,0,1,1,0,1,0,5,4,9,-1,-1,0.3386290945947289,0.48075337934351664,-0.172779141971932,0.5917173769770979,6
7137,1,0,1,0,1,1,1,0,0,-1,-1,0.17411062378704734,-1.0031078666875917,-0.45996947919577463,0.574403494085088,18
5120,1,0,0,0,1,0,0,0,0,-1,-1,0.17411062378704734,-0.7942147786540862,-0.30151963796882697,0.678286791437148,21
9235,0,1,1,0,1,0,5,4,1,-1,-1,0.6559147168666862,0.32228276083534,-0.22229471735535314,0.8687395032492582,6
12099,0,1,1,0,1,1,5,3,9,-1,-1,-1.083280545957376,1.5468284493076139,0.3916984173990691,0.2800674849209176,21
12401,0,1,1,0,0,0,5,1,3,-1,-1,-1.083280545957376,-0.6789634197390486,0.4016015324757533,-0.533685011003553,9
3043,0,1,1,0,1,1,5,3,8,-1,-1,-0.08441840176788083,0.3943148601572385,0.01538004448506835,-0.1008379387033027,29
15317,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.26838045360422735,-0.7966753918030385,-0.533685011003553,5
13501,0,1,1,0,1,1,5,2,9,-1,-1,-0.17842895651512744,1.9358017856458656,-0.03413553089835279,0.4878340796250378,29
3591,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.15312909468918984,0.04508938971512104,-0.533685011003553,23
14990,0,1,1,0,1,1,5,0,5,-1,-1,-0.7424922849986071,-0.5493056409596314,-0.6679348958061434,-0.2566628847313928,7
12486,1,1,1,0,1,0,5,4,8,-1,-1,-0.26068819191896825,-0.563712060824011,-0.51938816965588,1.3535282242255386,0
2654,1,1,1,0,1,0,0,3,12,0,0,-0.09616972111128666,-0.8086211985184658,-0.6382255505760908,-0.17009347027134275,14
11248,0,1,1,0,1,0,5,5,12,-1,-1,1.149470129289731,1.453186720189146,2.1346466708954934,-0.533685011003553,29
17602,0,1,1,0,0,0,1,1,1,0,3,-1.083280545957376,-0.4772735416377329,-0.45996947919577463,-0.29129065051541286,7
4990,1,1,1,0,1,1,4,3,5,-1,-1,0.26812117853429396,0.2430474515812517,-0.19258537212530047,-0.49905724521953304,18
16376,0,1,1,0,0,0,5,3,1,-1,-1,-1.083280545957376,-0.4052414423158345,-0.26190717766209004,-0.3432322991914429,20
16473,0,1,1,0,1,0,5,5,9,-1,-1,-0.10792104045469249,-0.5060863813664923,0.1342174254052791,1.4574115215775987,20
2385,1,1,1,0,1,1,5,3,9,-1,-1,0.32687777525132306,1.2731064718843996,-0.08365110628177394,0.626345142761118,11
16674,0,0,1,0,1,0,5,4,0,0,0,1.078962213229296,0.4951597992078963,-0.7966753918030385,-0.533685011003553,9
9428,0,1,1,0,1,0,5,0,0,-1,-1,0.2093645818172648,0.034154363547746175,0.46102022293585865,-0.06621017291928266,17
6145,0,0,0,0,0,0,5,0,0,-1,-1,-1.083280545957376,0.7256625170379715,0.5501482586260167,-0.533685011003553,26
9456,0,1,1,0,1,0,5,3,0,-1,-1,0.7264226329271212,0.26465708137782123,-0.36093832842893236,2.392361197746139,11
5858,1,1,1,1,0,1,5,5,6,0,0,-1.083280545957376,-0.6861666296712384,0.4016015324757533,-0.533685011003553,29
15235,0,1,1,0,1,0,0,2,9,0,0,-1.083280545957376,0.11338967280183448,-0.35103521335224813,-0.014268524243252622,21
980,0,0,0,0,0,1,5,0,0,3,3,-1.083280545957376,1.5324220294432342,0.43131087770580595,-0.2566628847313928,29
5576,0,1,1,0,1,1,5,1,1,-1,-1,0.32687777525132306,-0.8302308283150354,0.8769510561565963,1.751747530741769,8
6429,0,1,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0679367560773003,-0.5788068601159854,-0.481743362327523,25
15527,1,1,1,0,1,0,5,5,9,-1,-1,-0.025661805050851704,0.23584424164906187,-0.15297291181856354,-0.014268524243252622,29
7947,1,0,0,0,0,1,0,0,0,-1,-1,-0.2841908306057799,-0.1819419344179492,-0.5590006299626169,-0.3605461820834529,29
14046,1,1,1,0,1,1,4,1,1,-1,-1,0.197613262473859,-1.1111560156704394,-0.6382255505760908,-0.13546570448732273,8
10271,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.5383790588010354,0.08470185002185796,-0.533685011003553,23
5469,1,0,0,0,1,1,0,0,0,-1,-1,-0.6602330495947664,-0.9814982368910221,-0.09355422135845817,-0.27397676762340284,23
2505,0,1,1,0,1,1,5,7,9,3,3,-0.10792104045469249,0.026951153615556327,0.8769510561565963,0.4705201967330278,29
1420,1,1,1,0,0,0,3,5,9,3,2,-1.083280545957376,-0.9959046567554019,-0.7966753918030385,-0.533685011003553,11
7023,1,1,1,0,1,1,5,3,9,-1,-1,0.23286722050407646,-0.6069313204171501,-0.19258537212530047,0.2973813678129276,7
1663,1,0,0,0,1,1,0,0,0,-1,-1,-0.34294742732280903,-0.4052414423158345,0.7085980998529644,-0.32591841629943286,21
17144,0,1,1,0,0,0,5,3,9,-1,-1,-1.083280545957376,0.8193042461564394,0.04508938971512104,-0.49905724521953304,29
10149,0,1,1,0,1,0,5,5,9,-1,-1,0.9849516584820494,-0.61413453034934,-0.16287602689524777,-0.39517394786747295,9
13303,1,1,1,0,1,1,5,4,5,-1,-1,-0.049164443737663356,0.17101535225935324,-0.2817134078154585,-0.533685011003553,21
12799,0,1,1,0,1,1,5,1,5,-1,-1,0.7851792296441503,-0.5276960111630619,-0.48967882442582733,-0.533685011003553,3
15012,0,1,1,0,1,0,5,5,9,1,1,-0.2489368725755624,-0.6429473700780993,0.1045080801752264,-0.27397676762340284,21
4075,0,0,0,0,1,0,3,0,0,-1,-1,-1.083280545957376,-1.0319207064163511,-0.4797757093491431,-0.533685011003553,11
2223,0,1,1,0,1,1,5,5,1,-1,-1,1.34924255812763,1.2082775824946912,-0.19258537212530047,-0.481743362327523,22
1681,0,1,0,0,1,1,5,4,5,1,3,0.6441633975232803,-0.01626810597758275,-0.7966753918030385,-0.39517394786747295,29
17214,0,1,1,0,1,0,5,0,0,-1,-1,0.37388305262494637,-0.25397403373984767,0.19363611586538448,0.609031259869108,29
14644,0,0,0,0,1,1,0,0,0,-1,-1,-0.14317499848490997,0.05576399334431571,0.21344234601875292,-0.2220351189473728,29
1601,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.5997281104849603,-0.6085162053460381,-0.42980171365149294,21
8971,0,1,0,0,1,1,5,0,9,-1,-1,-0.2959421499491857,1.0642133838508943,-0.7966753918030385,-0.031582407135262634,21
8090,0,1,1,0,1,0,5,5,12,3,3,1.407999154844659,0.8265074560886293,1.2730756592239654,-0.533685011003553,26
13825,1,1,1,0,1,1,5,0,0,-1,-1,-1.083280545957376,-0.18914514435013907,-0.41045390381235347,0.10692865600081748,21
5540,0,0,1,0,1,1,5,3,9,2,2,-0.049164443737663356,0.7832881964954902,0.7680167903130698,0.8167978545732282,21
6863,0,1,1,0,0,1,4,4,5,-1,-1,0.44439096868538136,1.6980958578836007,0.02528315956175258,-0.533685011003553,21
841,0,1,1,1,1,1,5,5,9,3,3,-0.7777462430288246,0.026951153615556327,-0.45996947919577463,-0.32591841629943286,29
3229,1,1,1,0,1,1,5,0,0,-1,-1,0.2446185398474823,-0.8302308283150354,-0.12326356658851086,1.4400976386855886,9
3936,0,0,1,0,1,1,0,0,0,-1,-1,0.5736554814628454,-0.7509955190609471,-0.7966753918030385,-0.533685011003553,8
10654,0,1,1,0,1,1,5,6,0,-1,-1,-0.5309685368173023,0.8553202958173887,-0.2421009475087216,0.2973813678129276,29
12694,0,1,1,0,1,0,5,4,0,-1,-1,-0.10792104045469249,-0.1171130450282406,0.02528315956175258,1.4400976386855886,9
10873,0,1,1,0,1,0,4,4,5,-1,-1,-0.072667082424475,0.48075337934351664,0.4214077626291217,-0.533685011003553,16
15742,0,1,1,1,1,1,3,5,9,-1,-1,1.2434806840369774,2.238336602797839,1.075013357690281,-0.3432322991914429,25
2210,0,0,0,0,1,0,0,0,0,-1,-1,0.22111590116067065,-1.0463271262807308,-0.7966753918030385,-0.533685011003553,7
11961,1,1,1,0,1,1,3,5,9,-1,-1,-0.13142367914150413,-0.2755836635364172,0.738307445083017,-0.533685011003553,26
5911,1,1,1,0,1,1,5,5,9,-1,-1,-0.4017040240398381,-0.8086211985184658,-0.09355422135845817,1.4574115215775987,9
5410,0,0,1,0,1,0,5,0,0,-1,-1,0.13885666575682987,0.21423461185249232,2.887283416723495,4.816304802627541,21
17395,1,0,1,0,1,1,5,5,9,1,1,0.6441633975232803,-0.13872267482481013,0.01538004448506835,0.574403494085088,26
8471,0,1,1,0,1,1,5,1,1,0,0,-0.6249790915645488,-0.5565088508918212,-0.2520040625854058,-0.42980171365149294,29
8087,0,1,1,0,1,1,3,4,9,-1,-1,-0.9657673525233178,-0.9742950269588323,-0.5887099751926697,-0.481743362327523,25
16288,0,0,1,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.05228415563853198,-0.7966753918030385,-0.533685011003553,22
14520,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,1.2514968420878303,-0.7966753918030385,-0.533685011003553,2
11573,1,1,1,0,1,1,5,5,9,0,0,0.39738569131175805,-0.5348992210952517,0.005476929408384123,-0.20472123605536277,4
6198,0,0,0,0,1,0,0,0,0,-1,-1,0.5736554814628454,-0.01626810597758275,-0.13316668166519507,-0.533685011003553,3
16445,0,1,1,0,1,0,5,0,0,-1,-1,0.31512645590791727,-0.08830020529948121,0.4709233380125429,0.4705201967330278,29
48,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
6023,0,1,1,0,0,1,5,5,9,-1,-1,-1.083280545957376,-0.8302308283150354,0.4214077626291217,-0.533685011003553,11
13124,0,0,1,0,1,1,0,0,0,-1,-1,0.32687777525132306,-0.07389378543510151,1.0453040124602282,1.855630828093829,8
17503,0,0,0,0,1,1,3,5,0,-1,-1,-0.13142367914150413,-0.7942147786540862,0.4214077626291217,-0.533685011003553,9
17073,0,0,1,0,1,1,5,5,5,-1,-1,0.6089094394930629,0.3871116502250486,-0.2421009475087216,0.05498700732478744,14
484,0,0,0,0,1,0,0,0,0,-1,-1,-0.47221194010027306,-0.570915270756201,0.9264666315400174,-0.20472123605536277,10
15425,1,0,0,0,1,1,0,0,0,-1,-1,-0.049164443737663356,-0.49167996150211263,-0.5689037450393012,-0.533685011003553,29
17331,0,1,1,0,0,0,2,1,1,-1,-1,-1.083280545957376,-0.9238725574335034,0.6392762943161748,0.14155642178483752,29
8484,0,1,1,0,0,0,5,5,1,-1,-1,-1.083280545957376,-0.49888317143430244,0.01538004448506835,0.1588703046768475,21
16841,0,1,0,0,1,0,0,0,0,-1,-1,1.078962213229296,-0.8518404581116049,-0.22229471735535314,-0.3086045334074229,7
9362,0,0,1,0,1,1,5,0,0,-1,-1,2.089575676762197,2.7425612980511285,-0.7966753918030385,-0.533685011003553,10
16384,0,1,1,0,0,1,5,5,7,-1,-1,-1.083280545957376,1.0426037540543247,-0.1430697967418793,-0.1181518215953127,26
8449,0,0,0,0,1,0,0,0,0,-1,-1,0.2093645818172648,-0.4556639118411634,0.11441119525191064,1.4747254044696088,19
7106,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
6038,0,0,1,0,1,1,4,0,0,-1,-1,-0.5074658981304906,-0.36922539265488524,-0.39064767365898506,-0.2220351189473728,29
1125,0,0,0,0,1,1,0,0,0,-1,-1,0.5031475654024105,-0.563712060824011,-0.41045390381235347,-0.39517394786747295,5
8049,0,1,1,0,1,1,3,5,0,1,3,-0.47221194010027306,0.08457683307307509,0.4709233380125429,-0.533685011003553,29
260,0,1,0,0,1,1,0,1,5,-1,-1,0.45614228802878715,-0.563712060824011,-0.6976442410361962,-0.49905724521953304,24
7815,1,1,1,0,0,1,5,4,9,1,2,-1.083280545957376,-0.3980382323836446,-0.09355422135845817,1.3015865755495086,29
17410,1,1,1,0,1,0,5,3,1,-1,-1,0.08010006903980073,0.07737362314088525,-0.19258537212530047,-0.2220351189473728,8
6796,1,1,1,0,0,1,5,5,9,-1,-1,-1.083280545957376,-1.0103110766197816,0.2530548063254898,-0.44711559654350297,7
6031,0,0,1,0,0,0,5,0,0,-1,-1,-0.7072383269683896,-0.41964786218021416,0.9660790918467543,-0.533685011003553,11
15986,0,1,1,0,1,0,5,0,0,-1,-1,0.7264226329271212,0.3510956005640994,-0.004426185668300106,3.15417204499458,7
17461,1,1,0,0,1,0,5,0,0,-1,-1,-0.22543423388875075,0.04135757347993602,2.1049373256654405,0.21081195335287756,29
15336,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
5758,0,1,1,0,0,0,5,3,5,-1,-1,-1.083280545957376,2.612903519271711,-0.7966753918030385,-0.533685011003553,5
1423,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
10075,0,1,1,0,1,1,5,5,9,-1,-1,3.029681224234663,0.09178004300526495,-0.5490975148859327,1.4400976386855886,22
7372,0,1,1,0,1,1,5,3,9,-1,-1,0.6911686748969037,1.129042273240603,0.23324857617212139,0.3493230164889577,21
10474,0,0,1,0,1,1,5,5,5,-1,-1,0.738173952270527,0.40151807008942836,-0.7966753918030385,-0.533685011003553,6
8847,1,1,1,0,1,1,5,1,0,-1,-1,-0.049164443737663356,0.40151807008942836,-0.06384487612840548,-0.533685011003553,11
4302,1,1,1,0,1,1,5,5,9,3,3,-0.060915763081069184,0.7976946163598699,0.6590825244695432,-0.3432322991914429,29
16546,0,1,1,0,1,0,5,5,1,-1,-1,-1.0715292266139702,-0.6501505800102892,-0.2520040625854058,-0.533685011003553,16
2667,1,1,1,0,1,0,5,0,9,-1,-1,0.7734279103007444,0.6680368375804526,-0.004426185668300106,-0.2566628847313928,28
6307,1,0,0,0,0,1,5,0,0,-1,-1,-1.083280545957376,0.30787634097096034,-0.09355422135845817,1.7344336478497588,11
3961,0,0,0,0,1,1,0,0,0,-1,-1,-1.083280545957376,-0.3043965032651766,-0.7966753918030385,-0.464429479435513,7
17856,0,1,1,0,1,0,5,1,0,-1,-1,0.738173952270527,0.5888015283263643,0.520438913395964,1.4227837557935787,29
2786,1,0,0,0,1,1,0,0,0,-1,-1,-0.4604606207568673,0.3366891806997197,0.867047941079912,0.7302284401131781,27
15108,0,0,1,0,1,1,3,0,9,-1,-1,-0.9657673525233178,-1.0031078666875917,-0.6184193204227223,-0.481743362327523,25
4433,1,1,0,0,1,1,5,3,0,-1,-1,-0.31944478863599735,-0.7221826793321877,0.5798576038560694,0.22812583624488758,1
8972,0,0,1,0,1,0,5,5,0,-1,-1,0.13885666575682987,-0.7149794693999978,2.6991242302664946,0.9726228006013182,21
15064,1,1,1,0,1,1,5,1,9,0,0,0.2563698591908881,1.0137909143255652,0.738307445083017,1.9941418912299091,4
10407,0,1,1,0,1,0,5,1,5,0,2,1.149470129289731,0.6104111581229339,-0.35103521335224813,0.33200913359694767,16
7685,0,0,0,0,1,1,0,0,0,-1,-1,0.2446185398474823,-1.0175142865519713,-0.45996947919577463,-0.06621017291928266,29
16219,1,0,0,0,1,1,0,0,0,-1,-1,-0.2841908306057799,-0.6213377402815299,-0.7966753918030385,-0.533685011003553,21
5150,0,1,1,0,1,1,2,3,1,-1,-1,0.45614228802878715,-0.21795798407889844,-0.7075473561128803,-0.464429479435513,24
12780,0,0,0,0,1,1,0,1,5,-1,-1,0.45614228802878715,-0.6285409502137197,-0.6481286656527749,-0.49905724521953304,24
7217,1,1,1,0,1,1,5,6,9,3,3,0.40913701065516384,2.584090679542952,0.738307445083017,1.2150171610894585,26
12207,0,0,0,0,1,1,0,0,0,-1,-1,-0.4252066627266498,-0.145925884757,-0.172779141971932,-0.533685011003553,29
8870,0,1,1,0,1,0,5,5,12,-1,-1,-0.2959421499491857,0.4951597992078963,-0.5094850545791958,0.31469525070493765,21
14048,0,0,0,0,1,0,0,0,0,-1,-1,-1.083280545957376,-1.0895463858738699,-0.7966753918030385,-0.533685011003553,29
15351,0,0,1,0,1,0,5,0,0,-1,-1,-1.083280545957376,0.5888015283263643,0.04508938971512104,-0.533685011003553,29
15123,1,1,1,0,1,1,5,5,9,-1,-1,0.2563698591908881,0.005341523818986789,0.4115046475524375,2.357733431962119,11
12212,0,1,1,0,1,0,5,3,5,-1,-1,-1.083280545957376,-0.18914514435013907,-0.2123916022786689,-0.32591841629943286,16
12173,1,1,1,0,1,0,5,0,9,-1,-1,0.22111590116067065,-1.0607335461451104,-0.7966753918030385,-0.533685011003553,1
3876,0,0,0,0,0,1,0,0,0,-1,-1,-1.083280545957376,-0.707776259467808,-0.22229471735535314,2.444302846422169,21
15393,0,1,1,0,1,1,4,2,9,-1,-1,-0.813000201059042,0.23584424164906187,-0.2123916022786689,0.8687395032492582,29
17783,1,1,1,0,0,0,5,4,0,0,0,-1.083280545957376,-0.6789634197390486,-0.3708414435056166,-0.2220351189473728,21
5649,1,0,1,1,0,0,5,0,0,-1,-1,-1.083280545957376,-1.0247174964841612,-0.4500663641190904,-0.533685011003553,21
10770,0,1,1,0,1,0,4,4,5,-1,-1,-0.072667082424475,-0.15312909468918984,0.054992504791805265,-0.533685011003553,23
8069,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,-0.15312909468918984,0.054992504791805265,-0.533685011003553,23
7039,1,0,0,0,0,0,0,0,0,-1,-1,-1.083280545957376,-0.7581987289931369,-0.5590006299626169,0.712914557221168,14
7658,0,1,0,1,0,0,0,4,2,-1,-1,-1.083280545957376,-0.5565088508918212,-0.5590006299626169,-0.533685011003553,6
11435,1,1,1,0,1,1,5,3,8,1,1,-0.3311961079794032,1.3163257314775387,0.1045080801752264,0.020359241540767407,26
9916,0,0,1,0,1,1,5,0,0,2,2,-0.060915763081069184,-0.01626810597758275,0.23324857617212139,2.1672807201500093,27
3295,0,1,1,0,0,0,4,1,6,-1,-1,-0.7307409656552013,0.5311758488688456,-0.7966753918030385,-0.49905724521953304,18
17553,0,1,1,0,0,0,5,4,0,-1,-1,-1.083280545957376,-0.8518404581116049,-0.44016324904240617,-0.533685011003553,7
7451,0,0,1,0,1,0,5,3,0,-1,-1,-0.27243951126237403,-0.1819419344179492,-0.09355422135845817,0.020359241540767407,29
6326,1,1,0,0,1,1,5,0,0,-1,-1,2.089575676762197,2.6993420384579894,-0.7966753918030385,-0.533685011003553,29
17071,0,0,1,0,1,1,5,5,0,-1,-1,0.6089094394930629,0.5455822687332252,-0.19258537212530047,0.05498700732478744,14
10851,0,1,1,0,1,0,5,5,0,-1,-1,-1.083280545957376,0.09178004300526495,0.8571448260032278,-0.1181518215953127,9
1568,0,1,1,0,1,0,5,5,7,-1,-1,0.45614228802878715,-0.21795798407889844,1.2334631989172284,-0.533685011003553,29
7627,1,1,1,0,1,0,5,3,0,-1,-1,1.619522903025964,-0.333209342993936,0.35208595709233215,1.4574115215775987,29
8321,1,1,1,0,1,1,5,5,9,0,0,-0.2489368725755624,-0.4700703317055431,0.5699544887793851,1.803689179417799,9
14986,0,0,1,0,1,1,5,3,0,-1,-1,-0.7307409656552013,1.0642133838508943,-0.5887099751926697,-0.533685011003553,26
17724,1,1,1,0,0,0,5,0,1,0,0,-1.083280545957376,-1.0103110766197816,-0.7372567013429331,-0.37786006497546293,21
8824,0,0,0,0,1,1,5,5,0,3,3,-1.083280545957376,-0.8590436680437947,-0.5986130902693538,0.020359241540767407,1
9580,1,1,1,0,1,1,5,5,1,-1,-1,2.7946548373665467,-0.9238725574335034,-0.2123916022786689,0.2800674849209176,26
4517,0,1,1,0,0,0,5,3,8,-1,-1,-1.083280545957376,-0.3548189727905055,-0.29161652289214274,-0.412487830759483,27
5712,1,1,1,0,1,0,5,3,9,-1,-1,-0.23718555323215657,-0.37642860258707506,-0.41045390381235347,1.0418783321693583,9
16065,1,1,1,0,1,1,4,3,5,-1,-1,0.26812117853429396,0.23584424164906187,-0.20248848720198467,-0.49905724521953304,18
11676,0,1,1,0,1,1,5,1,1,-1,-1,-0.6602330495947664,0.4447373296825674,0.17382988571201602,-0.49905724521953304,29
9933,0,0,0,0,0,0,5,0,0,-1,-1,-0.7072383269683896,0.3150795509031502,0.5006326832425956,-0.533685011003553,26
10133,0,1,1,0,1,1,5,6,12,-1,-1,-0.025661805050851704,0.6896464673770222,-0.024232415821668563,-0.23934900183938282,21
11131,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.09178004300526495,-0.22229471735535314,-0.533685011003553,21
1761,0,1,1,0,0,1,5,5,5,-1,-1,0.9849516584820494,2.339181541848497,0.19363611586538448,-0.1181518215953127,29
7463,0,1,1,0,1,1,3,4,9,-1,-1,-0.9657673525233178,-0.8806532978403643,-0.6481286656527749,-0.481743362327523,25
12201,1,0,0,0,1,0,5,2,0,-1,-1,-1.083280545957376,-0.7654019389253268,-0.2817134078154585,-0.533685011003553,29
2187,1,0,0,0,1,1,0,0,0,-1,-1,-0.3546987466662148,-0.7293858892643775,-0.3411320982755639,-0.412487830759483,14
264,0,1,1,0,0,0,3,5,0,-1,-1,-1.083280545957376,0.04135757347993602,-0.7966753918030385,-0.533685011003553,11
5354,0,1,0,0,1,0,5,5,9,-1,-1,-0.09616972111128666,0.11338967280183448,0.11441119525191064,0.10692865600081748,9
1393,1,1,1,0,1,0,5,5,8,3,3,0.37388305262494637,-0.3476157628583157,1.2829787743006498,-0.533685011003553,7
13094,1,1,1,0,0,0,5,0,9,-1,-1,-1.083280545957376,-0.5493056409596314,-0.33122898319887967,-0.533685011003553,27
15919,1,1,1,0,1,1,5,0,9,-1,-1,-0.3076934692925915,-0.2755836635364172,0.09460496509854219,-0.533685011003553,29
743,1,1,1,0,1,0,5,5,0,-1,-1,-0.025661805050851704,0.15660893239497356,0.06489561986848949,-0.014268524243252622,29
869,0,0,0,0,1,1,5,1,0,-1,-1,-0.49571457878708475,-0.8230276183828455,-0.7966753918030385,-0.533685011003553,7
4044,1,1,1,0,1,1,5,5,9,-1,-1,0.39738569131175805,-0.26838045360422735,0.02528315956175258,-0.18740735316335277,4
16441,0,0,1,0,1,0,5,0,0,-1,-1,-0.5192172174738964,-0.3836318125192649,-0.7966753918030385,-0.533685011003553,28
15674,1,1,1,0,1,1,5,3,1,0,0,-0.11967235979809832,0.5383790588010354,-0.15297291181856354,0.2800674849209176,29
5451,1,0,0,1,0,0,0,0,0,-1,-1,-1.083280545957376,-0.7581987289931369,-0.43026013396572194,0.05498700732478744,5
8732,0,0,0,0,1,0,0,0,0,-1,-1,2.5831310891852417,0.3655020204284791,-0.7966753918030385,-0.533685011003553,7
8932,0,1,1,0,1,0,5,6,9,-1,-1,-0.072667082424475,1.7917375870020686,-0.35103521335224813,-0.533685011003553,26
15116,0,1,1,0,1,0,5,5,0,-1,-1,-0.5779738141909255,0.4519405396147573,-0.23219783243203737,0.21081195335287756,9
6277,0,1,1,0,1,0,5,4,1,-1,-1,0.6559147168666862,0.4591437495469471,-0.20248848720198467,0.8687395032492582,6
7461,0,1,1,0,1,1,5,4,0,0,0,1.0319569358556726,1.0930262235796535,0.5798576038560694,0.2973813678129276,11
10754,0,1,1,0,1,1,5,4,0,-1,-1,0.3386290945947289,2.4616361106957245,0.06489561986848949,0.2973813678129276,29
12855,0,0,0,0,0,0,3,5,0,-1,-1,-1.083280545957376,0.2574538714456314,-0.7966753918030385,-0.533685011003553,11
9546,1,1,1,0,1,0,5,5,9,-1,-1,-0.14317499848490997,0.41592448995380804,0.6887918696995959,2.219222368826039,29
4580,0,0,0,0,1,0,0,0,0,-1,-1,-0.7894975623722303,-0.17473872448575936,-0.7966753918030385,-0.533685011003553,8
9746,0,0,1,0,0,0,3,0,0,-1,-1,-1.083280545957376,-0.7726051488575166,0.3718921872457006,-0.481743362327523,7
9340,1,1,1,0,1,0,5,3,0,-1,-1,-0.15492631782831578,0.06296720327650555,0.1045080801752264,0.2800674849209176,22
10143,0,1,1,0,1,0,5,4,5,-1,-1,-0.072667082424475,0.7112560971735917,0.8472417109265435,-0.533685011003553,1
5444,0,1,1,0,1,0,5,7,0,3,2,-0.4252066627266498,0.9849780745968059,0.01538004448506835,-0.533685011003553,3
2716,1,1,1,0,1,1,5,6,9,-1,-1,-0.10792104045469249,-0.4484607019089735,-0.014329300744984336,0.2973813678129276,29
2845,0,0,0,0,1,1,0,0,0,-1,-1,0.10360270772661238,1.4243738804603865,-0.5094850545791958,2.1153390714739793,29
13934,1,0,0,0,1,1,0,0,0,-1,-1,2.359856021660531,-0.5997281104849603,0.9165635164633332,-0.533685011003553,11
1391,0,0,0,0,0,0,5,0,0,-1,-1,1.2199780453501659,-0.7509955190609471,2.1049373256654405,-0.533685011003553,11
16968,0,0,0,0,1,0,0,0,0,-1,-1,1.078962213229296,-0.2251611940110883,-0.5986130902693538,-0.42980171365149294,7
4663,0,1,1,0,1,1,5,3,9,1,1,-0.6602330495947664,0.7832881964954902,-0.39064767365898506,-0.20472123605536277,5
3859,0,1,1,0,0,1,1,2,1,-1,-1,-1.083280545957376,0.04135757347993602,-0.48967882442582733,-0.533685011003553,29
10290,0,1,0,0,0,0,3,0,0,-1,-1,-1.083280545957376,-0.9814982368910221,-0.2718102927387743,-0.533685011003553,29
8774,1,1,1,0,1,1,1,2,9,-1,-1,-0.5074658981304906,-0.41964786218021416,-0.18268225704861624,-0.08352405581129269,29
10870,0,0,1,0,1,0,5,4,5,1,0,0.667666036210092,-0.9454821872300729,-0.6283224354994066,-0.533685011003553,21
16622,0,1,0,0,1,0,0,0,0,-1,-1,1.078962213229296,-0.7437923091287573,-0.23219783243203737,-0.13546570448732273,18
